Review,Nature
"It definitely has better speakers than Eco Dot Gen2 and Google Home Mini, but sound recognition is very poor compared to Google Home Mini or even previous Eco Dot. Maybe it has something to do with cost cutting and Amazon going with only 4 far field microphones instead of 7.But due to it's poor recognition, it takes a lot of time, sometimes even minutes and does nothing... Which definitely takes away the experience. Unfortunately I can't return it... But I think Google Home Mini is miles ahead and better with all the new updates to Google Assistant (Sleep assist and stuff).
            ",negative
"It's totally Paisa wasoolSpeaker is loudShe listen well to your commandI'm amazed with it music quality even when paired with mobile it plays loud but struggling to make a callHapppy me !
            ",negative
"Worst software!!! Not even 50% of answers were matched to my questions. Ask anything, it says I'm not sure about that. Not even songs are playing as per my command. After every song it stops. It's not going to the next one. For every command we need to say Alexa. Only advantage with this product is it have a great bass. Waste of money.I asked about today's news and it has the same answer - Sorry, I don't know about what you are asking.OK Google is far far far better than Alexa.Wanna share one funny moment with Alexa...I asked her to tell me about routers and switches and she started telling about sandwich... �
            ",positive
"The sound quality is amazing on this new echo dot. It has excellent bass which is great for music. Can also be used as Bluetooth speaker to play music from mobile without using internet.
            ",positive
"Rate of speech cannot be altered. Specially in bedtime stories. Children don't understand the fast English.Accent is pathetic.Kids can't understand the accent.It's a good music player but poor assistant.Many a times the MIC doesn work.The biggest problem is the search. criteria.  There is a lot of information which is on google that it deliberately does not pick.  It searches only from amazon search engine/wikipedia.
            ",negative
"This device does not have integration with Fire TV in INDIA ONLY !!.  So, if you don't have smart plug and smart switches then only thing you can do with this device is play music. not worth paying 3000 for getting voice command support for playing music only.
            ",negative
"BEFORE PURCHASE IT WAS NOT CLEAR WHETHER I NEED 2 MOBILES OR 1 LAPTOP OR 1 PC TO INSTAL .I HAVE BEEN TRYING TO INSTAL SINCE 3 DAYS USING MY 2 MOBILES.... ALSO WITH THE HELP OF ECO DOT TEAM.... BUT NOT ABLE TO SETUP....MY MOBILE FAILED TO DETECT THE DEVICE. FEW ECO TEAM ARE NOT TRAINED WELL TO HELP IN INSTALLATION.MADE VERY COMPLICATED TO INSTAL.  THE TEAM IS ASKING ME TO INSTAL THROUGH LAPTOP OR PC..  It can be installed with one mobile. Suggestions for improvement in hardware : The 4 buttons on the Echo should made ro glow with LED. Now you have to search buttons using a torch or mobile torch . All the programs in Menu  Skill & Games should be pre-enabled, it's hectic to enable more than 75 programs/functions. User can disable what is not required.
            ",positive
"I got it on sale for 3k. For the price, it offers decent sound and richer bass, compared to my much cheaper, 1.5k Bluetooth speaker, the Boat Stone 260. It works seemlessly with my smart home devices, and the app is fantastic. It yet doesn't have support with fire TV stick, but Amazon assures it'll arrive by mid-november, so that's something to look out for. The app works great, and you can control your smart home or this dot from anywhere in the world, as long both of your devices have an internet connection. It's a fun little party trick, really. I couldn't be more happier with my echo dot. Also, as you can see in the picture, I got the sophisticated looking white color ;)Edit: It has fire TV support now, it's not the best experience, but hey - it WORKS.
            ",positive
"It just says 'can't find it on the web'!I think there is alot of improvement needed ..Will wait for the 6th gen echo,until AI takes it all over!
            ",positive
"I bought 3rd gen Echo Dot.... here are some pros and cons:Pro's.1. Great improvement in sound quality when compared to the 2nd generation DOT.2. Alexa understands Indian accent well and the one sold here is customized only for India.3. Design and build quality is very good. I liked the fabric design over the plastic on the 2nd gen DOT4. Just say what you want to buy from Amazon and it will purchase/add it to your cart. Alexa will buy it provided you have given her permissions, it can be controlled using Alexa app on your mobile.5. You can make her connect to a bigger speaker using bluetooth or Aux for better quality sound.6. Alexa can play songs of your choice from Amazon prime music as well as Tune-in radio. You can enable other radio stations aswell.7. The best part of Alexa is that she can set reminders, to do lists and Alarms. She can set multiple alarms and reminders.8. You can ask her any random questions, calculations, general knowledge etc.Cons.1. You need Amazon prime subscription to search and play for songs. I won't recommend Echo to anyone without Prime subscription.Over all I'm happy with Alexa. She is a good smart companion. Alexa is intelligent and there are lot of things you can do, just some spent time with her and you will be amazed. Amazon will be enabling Alexa with more skills, it's a worth buying.....
            ",positive
"Hi The functionality of this product is awesome, only issue is the speaker quality is really bad. Within 10 days of me using it the speakers are jarring and sound is bad. I cant even get a replacement now.Spoke with Amazon customer support they said they arent the manufacturers of the Amazon Echo dot :P .. Most hilarious thing i have heard . Anyways speaker quality is bad , functionality is great .
            ",positive
"Presently there are two major competitors for smart speakers in India i.e., Amazon echo dot and Google home mini. I am user of both. Trust me Amazon echo has nailed their product by this 3rd generation upgrade.-Beautiful modern look with good sound and super microphone sensitivity. Google home with its 2 microphone is far behind on picking user command especially when music is on as compared to alexa(4 microphones). So hardware wise Echo dot(3rd gen) is clearly winner with louder sound, better bass and better microphone sensitivity.-Alexa response time is faster plus it hears me out in most of noisy situations. I literally have to shout to google home sometimes.-Music listening experience is breeze on alexa with prime account. Amazon music is tailored made for India having songs and playlist for festival occasions. Google music doesn't have festival playlist. Google music team doesn't pay heed to Indian festivals and occasions. I couldn't find diwali playlist on Google Music(being a pro member). Moreover Alexa is quick on catching keywords whereas Google is slow and sometimes unable to catch keywords. Moreover google home interaction with gaana and saavn is not perfect. It doesn't able to find songs many times even if song is there on Gaana(being pro user).-Google home is better for continued conversations because it knows context but I think conversation with these devices dies out after few days of excitement. And then you only use these for doing daily jobs- playing news, songs, reminders, questions and answers, alarms in which alexa is better(due to its hardware advantage). Although I wish Amazon add context conversation to Alexa along with voice profile feature(multi user voice recognition) which is present on Google home.-Google home has one major advantage that it supports hindi language(commands and response). I wish Amazon add this feature to alexa.-Lastly Alexa has vast collection of skills in India- playing radio stations, flight search and price(cleartrip integration), zomato restuarant suggestion and food ordering, ola and uber cab booking, railways pnr enquiry and train availability, hindi jokes(better than on google home), meditation, exercise, devotional songs, and many more. Google home is lacking on many of these useful skills like flight search and price, ola, uber, zomato,radio stations, train availability, etc.-Alexa integration with amazon firestick is on its way according to Alexa Indian team. So it is an useful addition of feature for those who have amazon firestick.Conclusion-If you are a prime user, Amazon echo dot is the best choice for you among all competitors. If you are buying for your family or someone else not comfortable with english, then Google home is your only choice right now(as it supports hindi language).UPDATE!!!- Amazon has brought in much requested contextual conversation and continued conversation feature to Alexa like in Google home known as ""Follow-Up Mode"" which can be enabled from settings.
            ",positive
"1.we have to talk nearby.2. And general skills not performing well.  3. Any thing you required you have to tell.  4 its only a machiene we cannot talk with that 5 . Every time we require high speed internet.6 if playing some thing we have to shout when we need to chane
            ",neutral
"Overall a good product with lots of skills that u can add. Easy to install and  start and looks so perfect. It has a really good voice range in both senses- the speaker in its full is pretty powerful plus Alexa manages to hear you even from the next room. Not good with regional languages though. Still learning i guess. Plus sometimes shows some glitches in responding especially if you are requesting something like a hindi song and can sometimes not tell you the desired information. But that hapoens rarely. Overall, happy with the device after 10 days of usage.
            ",positive
"I had been using the echo dot 2nd generation for some time now and was quite pleased with it. So when they launched the 3rd generation echo dot with better speakers and multiple mikes i wasn't hesitant. I was not surprised at all as it lived upto my expectations and to some extent exceeded them. The speakers are much louder and better as compared to the earlier generation and may be the listening capacity is also better. To top all this they have also made it much better looking with the fabric finish on the sides.
            ",positive
"This is very good hardware and speaker. However very much handicapped by amazon on software front. It can not understand your commands 70-80 percentage times and very limited to amazon music and saavn. However you can not use any of good music apps like wynk, gaana, youtube etc.Also natural language processing is supported in google products but not in this echo.For example when you say-1) where is agra - it gives you correct answer.2) continue with next query like how to reach there ?Then for 2nd query it doesn't know what to do..This is just an example but most of the times you will find this issue there.Then you can not connect with other populer music etc apps. Have to rely on what amazon thinks os good for you.Amazon music has very limited music base.So looking forward to get more access and integration with alexa however not have much hope since its already such an old plateform that they would have given support if there were any such plans.
            ",positive
"This was launched on 11th and I got the product by 12th. Plus the reduced price due to sale and a nice smart bulb for just 500 rupees. Overall I think this was super value for money. I haven't used any other smart speaker before but I am very happy with my purchase. Below are some observations :1. Initially it feels a bit weird talking to a speaker but you get used to it in no time.2. The sound quality is pretty good. You get good depth of sound with decent bass.3. Several skills available and you will definitely find some very useful. For example adding stuff to shopping list or setting up a reminder.4. Understands the Indian accent very well. Sometimes I am amazed by how well it picks up stuff.6. Kids love it. An added advantage is that they can take help for homework and talking to alexa also motivates them to talk in English
            ",positive
"It definitely has better speakers than Eco Dot Gen2 and Google Home Mini, but sound recognition is very poor compared to Google Home Mini or even previous Eco Dot. Maybe it has something to do with cost cutting and Amazon going with only 4 far field microphones instead of 7.But due to it's poor recognition, it takes a lot of time, sometimes even minutes and does nothing... Which definitely takes away the experience. Unfortunately I can't return it... But I think Google Home Mini is miles ahead and better with all the new updates to Google Assistant (Sleep assist and stuff).
            ",negative
"It's totally Paisa wasoolSpeaker is loudShe listen well to your commandI'm amazed with it music quality even when paired with mobile it plays loud but struggling to make a callHapppy me !
            ",negative
"Worst software!!! Not even 50% of answers were matched to my questions. Ask anything, it says I'm not sure about that. Not even songs are playing as per my command. After every song it stops. It's not going to the next one. For every command we need to say Alexa. Only advantage with this product is it have a great bass. Waste of money.I asked about today's news and it has the same answer - Sorry, I don't know about what you are asking.OK Google is far far far better than Alexa.Wanna share one funny moment with Alexa...I asked her to tell me about routers and switches and she started telling about sandwich... �
            ",positive
"The sound quality is amazing on this new echo dot. It has excellent bass which is great for music. Can also be used as Bluetooth speaker to play music from mobile without using internet.
            ",positive
"Rate of speech cannot be altered. Specially in bedtime stories. Children don't understand the fast English.Accent is pathetic.Kids can't understand the accent.It's a good music player but poor assistant.Many a times the MIC doesn work.The biggest problem is the search. criteria.  There is a lot of information which is on google that it deliberately does not pick.  It searches only from amazon search engine/wikipedia.
            ",negative
"This device does not have integration with Fire TV in INDIA ONLY !!.  So, if you don't have smart plug and smart switches then only thing you can do with this device is play music. not worth paying 3000 for getting voice command support for playing music only.
            ",negative
"BEFORE PURCHASE IT WAS NOT CLEAR WHETHER I NEED 2 MOBILES OR 1 LAPTOP OR 1 PC TO INSTAL .I HAVE BEEN TRYING TO INSTAL SINCE 3 DAYS USING MY 2 MOBILES.... ALSO WITH THE HELP OF ECO DOT TEAM.... BUT NOT ABLE TO SETUP....MY MOBILE FAILED TO DETECT THE DEVICE. FEW ECO TEAM ARE NOT TRAINED WELL TO HELP IN INSTALLATION.MADE VERY COMPLICATED TO INSTAL.  THE TEAM IS ASKING ME TO INSTAL THROUGH LAPTOP OR PC..  It can be installed with one mobile. Suggestions for improvement in hardware : The 4 buttons on the Echo should made ro glow with LED. Now you have to search buttons using a torch or mobile torch . All the programs in Menu  Skill & Games should be pre-enabled, it's hectic to enable more than 75 programs/functions. User can disable what is not required.
            ",positive
"I got it on sale for 3k. For the price, it offers decent sound and richer bass, compared to my much cheaper, 1.5k Bluetooth speaker, the Boat Stone 260. It works seemlessly with my smart home devices, and the app is fantastic. It yet doesn't have support with fire TV stick, but Amazon assures it'll arrive by mid-november, so that's something to look out for. The app works great, and you can control your smart home or this dot from anywhere in the world, as long both of your devices have an internet connection. It's a fun little party trick, really. I couldn't be more happier with my echo dot. Also, as you can see in the picture, I got the sophisticated looking white color ;)Edit: It has fire TV support now, it's not the best experience, but hey - it WORKS.
            ",positive
"It just says 'can't find it on the web'!I think there is alot of improvement needed ..Will wait for the 6th gen echo,until AI takes it all over!
            ",positive
"I bought 3rd gen Echo Dot.... here are some pros and cons:Pro's.1. Great improvement in sound quality when compared to the 2nd generation DOT.2. Alexa understands Indian accent well and the one sold here is customized only for India.3. Design and build quality is very good. I liked the fabric design over the plastic on the 2nd gen DOT4. Just say what you want to buy from Amazon and it will purchase/add it to your cart. Alexa will buy it provided you have given her permissions, it can be controlled using Alexa app on your mobile.5. You can make her connect to a bigger speaker using bluetooth or Aux for better quality sound.6. Alexa can play songs of your choice from Amazon prime music as well as Tune-in radio. You can enable other radio stations aswell.7. The best part of Alexa is that she can set reminders, to do lists and Alarms. She can set multiple alarms and reminders.8. You can ask her any random questions, calculations, general knowledge etc.Cons.1. You need Amazon prime subscription to search and play for songs. I won't recommend Echo to anyone without Prime subscription.Over all I'm happy with Alexa. She is a good smart companion. Alexa is intelligent and there are lot of things you can do, just some spent time with her and you will be amazed. Amazon will be enabling Alexa with more skills, it's a worth buying.....
            ",positive
"Hi The functionality of this product is awesome, only issue is the speaker quality is really bad. Within 10 days of me using it the speakers are jarring and sound is bad. I cant even get a replacement now.Spoke with Amazon customer support they said they arent the manufacturers of the Amazon Echo dot :P .. Most hilarious thing i have heard . Anyways speaker quality is bad , functionality is great .
            ",positive
"Presently there are two major competitors for smart speakers in India i.e., Amazon echo dot and Google home mini. I am user of both. Trust me Amazon echo has nailed their product by this 3rd generation upgrade.-Beautiful modern look with good sound and super microphone sensitivity. Google home with its 2 microphone is far behind on picking user command especially when music is on as compared to alexa(4 microphones). So hardware wise Echo dot(3rd gen) is clearly winner with louder sound, better bass and better microphone sensitivity.-Alexa response time is faster plus it hears me out in most of noisy situations. I literally have to shout to google home sometimes.-Music listening experience is breeze on alexa with prime account. Amazon music is tailored made for India having songs and playlist for festival occasions. Google music doesn't have festival playlist. Google music team doesn't pay heed to Indian festivals and occasions. I couldn't find diwali playlist on Google Music(being a pro member). Moreover Alexa is quick on catching keywords whereas Google is slow and sometimes unable to catch keywords. Moreover google home interaction with gaana and saavn is not perfect. It doesn't able to find songs many times even if song is there on Gaana(being pro user).-Google home is better for continued conversations because it knows context but I think conversation with these devices dies out after few days of excitement. And then you only use these for doing daily jobs- playing news, songs, reminders, questions and answers, alarms in which alexa is better(due to its hardware advantage). Although I wish Amazon add context conversation to Alexa along with voice profile feature(multi user voice recognition) which is present on Google home.-Google home has one major advantage that it supports hindi language(commands and response). I wish Amazon add this feature to alexa.-Lastly Alexa has vast collection of skills in India- playing radio stations, flight search and price(cleartrip integration), zomato restuarant suggestion and food ordering, ola and uber cab booking, railways pnr enquiry and train availability, hindi jokes(better than on google home), meditation, exercise, devotional songs, and many more. Google home is lacking on many of these useful skills like flight search and price, ola, uber, zomato,radio stations, train availability, etc.-Alexa integration with amazon firestick is on its way according to Alexa Indian team. So it is an useful addition of feature for those who have amazon firestick.Conclusion-If you are a prime user, Amazon echo dot is the best choice for you among all competitors. If you are buying for your family or someone else not comfortable with english, then Google home is your only choice right now(as it supports hindi language).UPDATE!!!- Amazon has brought in much requested contextual conversation and continued conversation feature to Alexa like in Google home known as ""Follow-Up Mode"" which can be enabled from settings.
            ",positive
"1.we have to talk nearby.2. And general skills not performing well.  3. Any thing you required you have to tell.  4 its only a machiene we cannot talk with that 5 . Every time we require high speed internet.6 if playing some thing we have to shout when we need to chane
            ",neutral
"Overall a good product with lots of skills that u can add. Easy to install and  start and looks so perfect. It has a really good voice range in both senses- the speaker in its full is pretty powerful plus Alexa manages to hear you even from the next room. Not good with regional languages though. Still learning i guess. Plus sometimes shows some glitches in responding especially if you are requesting something like a hindi song and can sometimes not tell you the desired information. But that hapoens rarely. Overall, happy with the device after 10 days of usage.
            ",positive
"I had been using the echo dot 2nd generation for some time now and was quite pleased with it. So when they launched the 3rd generation echo dot with better speakers and multiple mikes i wasn't hesitant. I was not surprised at all as it lived upto my expectations and to some extent exceeded them. The speakers are much louder and better as compared to the earlier generation and may be the listening capacity is also better. To top all this they have also made it much better looking with the fabric finish on the sides.
            ",positive
"An incredible technology interface brought by Amazon. It's still our first week and I must say its has become an interface for me to enjoy the music across era's , create my own playlists, for my young kids to listen to stories and learning and improving general / world knowledge and learning different languages, for my mother to enjoy spiritual music while my better half getting amused how a kid of 4 years to elders in family all enjoy such a technology marvel all at the same time. Experience it, explore it  and enjoy it... everyday.
            ",positive
"Great Device, I'm still learning what Dot can do. Easy and fun to use, it Tells you everything, bad part it will not play recent news, or live news, more issues while connecting the device from Bluetooth, sound recognition is very poor compared to Google Home Mini..some times it says 'can't find it on the web'!!! I think there is a lot of improvement needed ..Need prime membership to play good songs, all songs are not available.... unable to play YouTube...best part of Alexa is that she can set multiple alarms and reminders. You can ask her any random questions, calculations, general knowledge etc. Hope Amazon will be enabling Alexa with more skills...
            ",positive
"At first i was confused which one to buy-Google home mini or Echo dot.After considering few factors I decided to buy this echo dot 3rd gen.Pros:1)Sound quality and volume has improved a lot from previous gen.2)Alexa and Amazon services are more integrated with Indian market which the Google lacks.For example I can book uber cab,order food in zomato,order things from Amazon without even taking out my smartphone.3)It can used as a smart speaker,Bluetooth speaker and also it has 3.5 mm headphone jack.4)Amazon prime membership at Rs 999 per year is the most value for money subscription.You can stream in Amazon prime video,music from prime music,become an Amazon prime member,free kindle e books and many more.Google takes monthly Rs 99 for songs only.5)You can control smart lights and electronics from Philips,Xiaomi,Yeelight and other Alexa compatible devicesCons:1) Let me be honest,Alexa can never beat Google assistant,Never(That's why I gave 4 stars)2)It has to be kept plugged in all the time,not battery powered(same is the case with Google home)So if you are looking for a smarter assistant to interact with,Google home is your choice.For all other uses Amazon echo speakers are better.
            ",positive
"It’s jus beyond awesome.����� I thought dot is bit small so the sound quality may affect due to size but really it’s really a beast. The sound system is jus beyond my expectations in one room the sound to the full volume is very loud.Pros: I have syska led smart bulb too which works wonder wid this amazon dot.It’s also works with fire tv stick.Sound quality is jus fab.Look wise it’s beautifulCan be commanded being in different room.Cons:Cannot take multiple instructions especially when u r operating wid fire stick.Please don’t take a second thought to buy this beauty.I got this for 3k in amazon great festival.
            ",positive
" Such an amazing product it responds from where ever I call it from my room . It does slow down when my data internet is over its just amazing . It does play all musics from all languages it can tell jokes ,can turn lights tv etc on or off. It can speak and understand Hindi and EnglishIt plays all songs I have tried Telugu English and HindiIt does play what ever songs you wantAnd it can roast you or your friend anyoneYou can even call through thatI just love it
            ",positive
"Its really made the new device compared to the old model, less compatible. It has changed the power port from Standard most common microUSB to a very non-standard one. Which means, portability from one spot in the room to another or taking it to another room has been majorly compromised. Even worse, the power cable is attached permanently, not via a USB socketM guessing because its a 15W charger, its probably to force users to use the provided charger only
            ",negative
"What an amazing product? A must have for all home. Spend some more money in the smart home accessories and you can use its full power. At its price point it is the best speaker available in the market. However if you have any costly speaker system in your home connect it wirelessly . I use my BOSE speaker system quite seamlessly.
            ",positive
"This is very good hardware and speaker. However very much handicapped by amazon on software front. It can not understand your commands 70-80 percentage times and very limited to amazon music and saavn. However you can not use any of good music apps like wynk, gaana, youtube etc.Also natural language processing is supported in google products but not in this echo.For example when you say-1) where is agra - it gives you correct answer.2) continue with next query like how to reach there ?Then for 2nd query it doesn't know what to do..This is just an example but most of the times you will find this issue there.Then you can not connect with other populer music etc apps. Have to rely on what amazon thinks os good for you.Amazon music has very limited music base.So looking forward to get more access and integration with alexa however not have much hope since its already such an old plateform that they would have given support if there were any such plans.
            ",positive
"This was launched on 11th and I got the product by 12th. Plus the reduced price due to sale and a nice smart bulb for just 500 rupees. Overall I think this was super value for money. I haven't used any other smart speaker before but I am very happy with my purchase. Below are some observations :1. Initially it feels a bit weird talking to a speaker but you get used to it in no time.2. The sound quality is pretty good. You get good depth of sound with decent bass.3. Several skills available and you will definitely find some very useful. For example adding stuff to shopping list or setting up a reminder.4. Understands the Indian accent very well. Sometimes I am amazed by how well it picks up stuff.6. Kids love it. An added advantage is that they can take help for homework and talking to alexa also motivates them to talk in English
            ",positive
"It definitely has better speakers than Eco Dot Gen2 and Google Home Mini, but sound recognition is very poor compared to Google Home Mini or even previous Eco Dot. Maybe it has something to do with cost cutting and Amazon going with only 4 far field microphones instead of 7.But due to it's poor recognition, it takes a lot of time, sometimes even minutes and does nothing... Which definitely takes away the experience. Unfortunately I can't return it... But I think Google Home Mini is miles ahead and better with all the new updates to Google Assistant (Sleep assist and stuff).
            ",negative
"It's totally Paisa wasoolSpeaker is loudShe listen well to your commandI'm amazed with it music quality even when paired with mobile it plays loud but struggling to make a callHapppy me !
            ",negative
"Worst software!!! Not even 50% of answers were matched to my questions. Ask anything, it says I'm not sure about that. Not even songs are playing as per my command. After every song it stops. It's not going to the next one. For every command we need to say Alexa. Only advantage with this product is it have a great bass. Waste of money.I asked about today's news and it has the same answer - Sorry, I don't know about what you are asking.OK Google is far far far better than Alexa.Wanna share one funny moment with Alexa...I asked her to tell me about routers and switches and she started telling about sandwich... �
            ",positive
"The sound quality is amazing on this new echo dot. It has excellent bass which is great for music. Can also be used as Bluetooth speaker to play music from mobile without using internet.
            ",positive
"Rate of speech cannot be altered. Specially in bedtime stories. Children don't understand the fast English.Accent is pathetic.Kids can't understand the accent.It's a good music player but poor assistant.Many a times the MIC doesn work.The biggest problem is the search. criteria.  There is a lot of information which is on google that it deliberately does not pick.  It searches only from amazon search engine/wikipedia.
            ",negative
"This device does not have integration with Fire TV in INDIA ONLY !!.  So, if you don't have smart plug and smart switches then only thing you can do with this device is play music. not worth paying 3000 for getting voice command support for playing music only.
            ",negative
"BEFORE PURCHASE IT WAS NOT CLEAR WHETHER I NEED 2 MOBILES OR 1 LAPTOP OR 1 PC TO INSTAL .I HAVE BEEN TRYING TO INSTAL SINCE 3 DAYS USING MY 2 MOBILES.... ALSO WITH THE HELP OF ECO DOT TEAM.... BUT NOT ABLE TO SETUP....MY MOBILE FAILED TO DETECT THE DEVICE. FEW ECO TEAM ARE NOT TRAINED WELL TO HELP IN INSTALLATION.MADE VERY COMPLICATED TO INSTAL.  THE TEAM IS ASKING ME TO INSTAL THROUGH LAPTOP OR PC..  It can be installed with one mobile. Suggestions for improvement in hardware : The 4 buttons on the Echo should made ro glow with LED. Now you have to search buttons using a torch or mobile torch . All the programs in Menu  Skill & Games should be pre-enabled, it's hectic to enable more than 75 programs/functions. User can disable what is not required.
            ",positive
"I got it on sale for 3k. For the price, it offers decent sound and richer bass, compared to my much cheaper, 1.5k Bluetooth speaker, the Boat Stone 260. It works seemlessly with my smart home devices, and the app is fantastic. It yet doesn't have support with fire TV stick, but Amazon assures it'll arrive by mid-november, so that's something to look out for. The app works great, and you can control your smart home or this dot from anywhere in the world, as long both of your devices have an internet connection. It's a fun little party trick, really. I couldn't be more happier with my echo dot. Also, as you can see in the picture, I got the sophisticated looking white color ;)Edit: It has fire TV support now, it's not the best experience, but hey - it WORKS.
            ",positive
"It just says 'can't find it on the web'!I think there is alot of improvement needed ..Will wait for the 6th gen echo,until AI takes it all over!
            ",positive
"I bought 3rd gen Echo Dot.... here are some pros and cons:Pro's.1. Great improvement in sound quality when compared to the 2nd generation DOT.2. Alexa understands Indian accent well and the one sold here is customized only for India.3. Design and build quality is very good. I liked the fabric design over the plastic on the 2nd gen DOT4. Just say what you want to buy from Amazon and it will purchase/add it to your cart. Alexa will buy it provided you have given her permissions, it can be controlled using Alexa app on your mobile.5. You can make her connect to a bigger speaker using bluetooth or Aux for better quality sound.6. Alexa can play songs of your choice from Amazon prime music as well as Tune-in radio. You can enable other radio stations aswell.7. The best part of Alexa is that she can set reminders, to do lists and Alarms. She can set multiple alarms and reminders.8. You can ask her any random questions, calculations, general knowledge etc.Cons.1. You need Amazon prime subscription to search and play for songs. I won't recommend Echo to anyone without Prime subscription.Over all I'm happy with Alexa. She is a good smart companion. Alexa is intelligent and there are lot of things you can do, just some spent time with her and you will be amazed. Amazon will be enabling Alexa with more skills, it's a worth buying.....
            ",positive
"Hi The functionality of this product is awesome, only issue is the speaker quality is really bad. Within 10 days of me using it the speakers are jarring and sound is bad. I cant even get a replacement now.Spoke with Amazon customer support they said they arent the manufacturers of the Amazon Echo dot :P .. Most hilarious thing i have heard . Anyways speaker quality is bad , functionality is great .
            ",positive
