Review,Nature
"I had been meaning to purchase this product for a long time. The delivery took some time but in the end I got it safe and sound. Packaging was done all right. It’s original. The sound quality is good. As I am an existing apple user with 4-5 apple products at home, the AirPods gets synced with all the other products. So connection with them becomes a breeze. The distance is okay. The best thing I have used it in gym and it works flawlessly. It doesn’t fall out of ear while running. It just sticks to your ear. The only issue I find that the sound leaks out of it on increasing the volume.And the most important part, it gets dirty! It’s a dirt magnet. Like even if you don’t use it it gets dirty.I have to referred to some YouTube videos in order to clean my AirPods.Even if you’re a android user, go for it. I have tried it on pixel 2 and it works flawlessly.Rest I leave it on you.
            ",positive
"I don’t think there is any difference between the sound of ear pods or air pods, battery life is very good and pod case is too good. U can track ur airpods also on find my iphone app. I often take bike from metro station to my office which is hardly 5 minutes but the airpods do not fall off. Siri works fine. I think there should be some function to increase the volume bcoz either u have to use ur fone or siri to increror decrease the volume. All in all a good product. I cannot say must buy but yes i am satisfied with the product.
            ",positive
"A good product by apple | recommended| sound quality ,connectivity and features are stunning and good| overpriced but what to say its an apple feature of overpricing their hoods mainly in india and abroad too
            ",positive
"One of the best product from Apple connects well with Android. Battery life is good and Sound quality is kickass. Overall my rating for Apple Airpods is 4.5/5
            ",positive
"apple as you know is for there product quality and when you make a purchase just purchase it with blindly because there is nothing better than apple and now come to point this airpods are fantastic mind blown there is one con that is it gets scratchy very easily i have laminated them right away when i received them and if u thinking that u can get a silicon case for preventing the scratches then u might go for it but it wont help it with preventing the scratches go for the case but after u laminate it because silicon case catches dust particale inside out and that will put scratches on on airpods other than that it is amazing go for it highly recommend it.
            ",positive
"Sound quality is not good
            ",negative
"Overall Build Quality is awesome I accidentally dropped it sometimes but these airpods are made up with hard plastic so they won't break easily. And each airpods weight only 4 grams so they damage themselves when dropped from a height as they are so lightweight to cause any damage. If you use an external case like I have then that will be good for outer protection from scratches and drops plus it looks cool though.Talking about battery life again it is solid If you are a casual listener they can last up to 3 days if you listen 6-8 hrs daily.and finally, the sound quality its good but not that good which you get from the in-ear earphone but as you know in-ear earphone are not that comfortable, it has a strong base and high mids so you won't be disappointed by the music quality.
            ",positive
"Wow!!! These are the best accessories which I have used with my iPhone. I do not know what magic has apple done with the W1 chip but boy oh boy that make these so easy to pair with the iPhone, lighting fast. The sound quality is okayish. Not too much base and at times the clarity is also not very good. The battery life of these are also great and the charging case improves it further. The charging speed of these are also very good. They charge very quickly. These are also very easy to carry. These fit my ears perfectly but this might not be for everybody as they come in one size only. Also these are very comfortable .The ear detection works 100% of the time, making this a joy to use with apple devices. The tap commands on the AirPods also work great. But the AirPods  are neither noise cancelling nor water resistant. I have not used these with android so cannot comment on that.
            ",positive
"Awesome sound with great clarity and best bass.The only problem is that it will not connect to 2 devices simultaneously.
            ",positive
"First i have orderd and i have recieved fake one be careful withit and i returned and replaced now its workng perfectly make sure check wthertee its oriignal or not
            ",positive
"Product worth 699Price charged 12500I bought the same product earlier from Club Factory and gave it back (because it was of low quality). Surprised to see I got the EXACT same product despite paying 200 times more.
            ",neutral
"I have been using this airpods since a month and writing my review now i really like how it paired with iphone not tried with any other phone yet. Frankly its a delicate product i dont know about the durability. Sound quality is good come on its apple and you are paying 12k, but it could have been better with more bass. Battery life is pretty decent but one side of the airpod gets discharge fast then both i dont know its a faulty product or it happens with everyone. For noise cancellation i haven’t check properly while on calling other side of the person i didnt find any problem while talking through airpods. And for music noise cancellation is decent i wont say very good but decent it is. Now talk about stratches even if you put in your pocket gently you can see scratches after few uses. I dont know about silicon cases available and selling on amazon works well or not because i didnt try. Also i dont like to put apple products with cases. Finally in your initial days of using u will feel irritating after long use i would say 2 3 hours of continous use. Pro tip: moisterize your ears with  good moisterizer (little quantity) if your are planning to use for long. Ok guys thats it for now i hope this review will others to choose this product.
            ",positive
"This is second to none ..Connect well with my.Old iPad , Windows Laptop and OnePlus 3T . Sound Quality is pure Bliss .No issues with connection or sound skips .
            ",positive
"Love it! Fits seamlessly in my ears. Don’t have to bother charging it. Sound is the best one can find. I have it on all the time and each time it connects with no difficultly. Goes perfectly with my 8 Plus.
            ",positive
"Have been using it from 2 months, One of the best product, sound is just amazing. Battery life is good, it easily lasts for 3 hours & if AirPods battery is low put it in the case for 10 mins it again gains 70-80%. We just need to remove the airpods from the Case and it Auto connects to Iphone smoothly. Got it during Amazon sale period with SBI cashback for 9K, totally worth it.
            ",positive
"Got it this morning and in complete awe of them. This is a pocket size powerhouse. The sound output is insanely good. Wasn't expecting it to be so good, the sound doesn't get distorted even on max volume. They are small, good looking and extremely handy to use. Bluetooth pairing is as easy as it can be. The charging pod is simplistic yet elegant. Got it for 11k by using SBI card. They're practically a steal at the price. 10/10 recommend.
            ",positive
"Works like a dream. Almost no connectivity issues - very intuitive to use.Sound quality is pretty decent. However it has issues with noise isolation and it’s almost impossible to use in the middle of traffic for example.It’s pretty durable, I’ve had doubts about the durability of the case. Especially because of the small size, but I haven’t had any reason to worry so far.Pretty decent battery life. It’s not as good as my larger over-ear headphones but given the size it’s good. Using it for max of an hour a day, I end up charging it once in two weeks or so.Would I say it’s value for money? No.But if you need a small, easy to carry wireless earphones - this is a pretty good experience. It’s worth it for me.
            ",positive
"I had been meaning to purchase this product for a long time. The delivery took some time but in the end I got it safe and sound. Packaging was done all right. It’s original. The sound quality is good. As I am an existing apple user with 4-5 apple products at home, the AirPods gets synced with all the other products. So connection with them becomes a breeze. The distance is okay. The best thing I have used it in gym and it works flawlessly. It doesn’t fall out of ear while running. It just sticks to your ear. The only issue I find that the sound leaks out of it on increasing the volume.And the most important part, it gets dirty! It’s a dirt magnet. Like even if you don’t use it it gets dirty.I have to referred to some YouTube videos in order to clean my AirPods.Even if you’re a android user, go for it. I have tried it on pixel 2 and it works flawlessly.Rest I leave it on you.
            ",positive
"I don’t think there is any difference between the sound of ear pods or air pods, battery life is very good and pod case is too good. U can track ur airpods also on find my iphone app. I often take bike from metro station to my office which is hardly 5 minutes but the airpods do not fall off. Siri works fine. I think there should be some function to increase the volume bcoz either u have to use ur fone or siri to increror decrease the volume. All in all a good product. I cannot say must buy but yes i am satisfied with the product.
            ",positive
"A good product by apple | recommended| sound quality ,connectivity and features are stunning and good| overpriced but what to say its an apple feature of overpricing their hoods mainly in india and abroad too
            ",positive
"One of the best product from Apple connects well with Android. Battery life is good and Sound quality is kickass. Overall my rating for Apple Airpods is 4.5/5
            ",positive
"apple as you know is for there product quality and when you make a purchase just purchase it with blindly because there is nothing better than apple and now come to point this airpods are fantastic mind blown there is one con that is it gets scratchy very easily i have laminated them right away when i received them and if u thinking that u can get a silicon case for preventing the scratches then u might go for it but it wont help it with preventing the scratches go for the case but after u laminate it because silicon case catches dust particale inside out and that will put scratches on on airpods other than that it is amazing go for it highly recommend it.
            ",positive
"Sound quality is not good
            ",negative
"In 12th day after buying, left airpod stopped working. It is like a dud. And unfortunately i cannot return it back as return window is closed now. Today i have submitted to apple service and hopefully i will get it on time. But it is really unfortunate how new product stopped working suddenly. Else product is just fine.
            ",negative
"Amazing product as expected. I'm using it with my Android phone more than iPhone. Excellent coverage, noise cancellation and sound quality. Truly wireless. It takes a little longer to set it up on Android devices, you need to push the button behind the case while setting up on Bluetooth. Once set, works like a charm. Some features are not available on Android, e.g. when you remove the airpods from your ears, music does not stop automatically. Not a deal breaker issue.I strongly recommend this product for use with both iPhone and Android devices.
            ",positive
"Dont buy it from amazon and its seller like Appario Retail Private Ltd. Because when I faced some issue in it then i went apple service center then apple was rejected that this airpod doesnt belongs with us and after i complaint in amazon then they dont care about it. So guys who purchased it olz confirmed with apple that it is original or imported from another country if it is complain in amazon or case on amazon.
            ",negative
"After waiting for so long time I finally got this product. It’s super cool, so small and filled with so many features. Sound quality is like the EarPods, I feel bass I little less.Apart from that design and battery is awesome.It fits perfectly in my ears giving me sufficient battery life to listen to song in single charge.The Connectivity between both AirPods is smooth.Rest assured there is no other product in market compared to this. So fully worth it.
            ",positive
"No compromise in quality. Good base however dsnt fit very well in my ear so had to purchase silicon plugs separately costing abt 800 Rs . I think Apple should have added it to the packBattery life is superPairing is easy and quick and good rangeNo Audio lag while watching videosOnly drawback is that it is very easy to loose
            ",positive
"This is the second time i have purchased the airpods. My wife was so impressed with my earpods that i couldn't stop myself gifting her one. This is the best portable wireless earbuds you can have. Looks little costly for the Indian (myself, one) buyers but if you can stretch your budget don't give a second thought. Base is good, connectivity is top notch. Quite durable, great battery life. Casual music is good. For serious music capability i use my Sony xM1000 (that costs 30K). If i compare Sony and airpods, later is worth the money. Airpods have no match for its price and music capabilities. Cheers!
            ",positive
"Such seamless connectivity with the phone, syncs up quickly, one of the best accessories made by Apple.Best part is it connect automatically as soon as you take it out from its box.
            ",positive
"Left earpiece was not working.  Had to take it to the Apple Support Centre within a few hours of getting the item.
            ",positive
"when I compare apple AirPods with my Bose soundsport, frankly speaking apple does not hold its ground. But then apple is not a Bose when it comes to earphones, headphones or speakers.Having said that, apple is known for its design and perfection and AirPods look really classy. Sound quality is decent and also have a decent battery life (could be improved on both the fronts though).Fit could have been made a bit better. While Bose soundsport is perfect for gym and outdoor activities, AirPods are not exactly suitable for those.
            ",positive
" I got this two days before !!Automatic Bluetooth connection  is not happening , I have to pair it each time after removing the EarPods from the charging case it should be automatically connected to the iPhone , Im using iPhone 8 Plus  , please check after receiving the product .
            ",positive
"Overall Build Quality is awesome I accidentally dropped it sometimes but these airpods are made up with hard plastic so they won't break easily. And each airpods weight only 4 grams so they damage themselves when dropped from a height as they are so lightweight to cause any damage. If you use an external case like I have then that will be good for outer protection from scratches and drops plus it looks cool though.Talking about battery life again it is solid If you are a casual listener they can last up to 3 days if you listen 6-8 hrs daily.and finally, the sound quality its good but not that good which you get from the in-ear earphone but as you know in-ear earphone are not that comfortable, it has a strong base and high mids so you won't be disappointed by the music quality.
            ",positive
"Wow!!! These are the best accessories which I have used with my iPhone. I do not know what magic has apple done with the W1 chip but boy oh boy that make these so easy to pair with the iPhone, lighting fast. The sound quality is okayish. Not too much base and at times the clarity is also not very good. The battery life of these are also great and the charging case improves it further. The charging speed of these are also very good. They charge very quickly. These are also very easy to carry. These fit my ears perfectly but this might not be for everybody as they come in one size only. Also these are very comfortable .The ear detection works 100% of the time, making this a joy to use with apple devices. The tap commands on the AirPods also work great. But the AirPods  are neither noise cancelling nor water resistant. I have not used these with android so cannot comment on that.
            ",positive
"Awesome sound with great clarity and best bass.The only problem is that it will not connect to 2 devices simultaneously.
            ",positive
"First i have orderd and i have recieved fake one be careful withit and i returned and replaced now its workng perfectly make sure check wthertee its oriignal or not
            ",positive
"Product worth 699Price charged 12500I bought the same product earlier from Club Factory and gave it back (because it was of low quality). Surprised to see I got the EXACT same product despite paying 200 times more.
            ",neutral
"I have been using this airpods since a month and writing my review now i really like how it paired with iphone not tried with any other phone yet. Frankly its a delicate product i dont know about the durability. Sound quality is good come on its apple and you are paying 12k, but it could have been better with more bass. Battery life is pretty decent but one side of the airpod gets discharge fast then both i dont know its a faulty product or it happens with everyone. For noise cancellation i haven’t check properly while on calling other side of the person i didnt find any problem while talking through airpods. And for music noise cancellation is decent i wont say very good but decent it is. Now talk about stratches even if you put in your pocket gently you can see scratches after few uses. I dont know about silicon cases available and selling on amazon works well or not because i didnt try. Also i dont like to put apple products with cases. Finally in your initial days of using u will feel irritating after long use i would say 2 3 hours of continous use. Pro tip: moisterize your ears with  good moisterizer (little quantity) if your are planning to use for long. Ok guys thats it for now i hope this review will others to choose this product.
            ",positive
"This is second to none ..Connect well with my.Old iPad , Windows Laptop and OnePlus 3T . Sound Quality is pure Bliss .No issues with connection or sound skips .
            ",positive
"Love it! Fits seamlessly in my ears. Don’t have to bother charging it. Sound is the best one can find. I have it on all the time and each time it connects with no difficultly. Goes perfectly with my 8 Plus.
            ",positive
"Have been using it from 2 months, One of the best product, sound is just amazing. Battery life is good, it easily lasts for 3 hours & if AirPods battery is low put it in the case for 10 mins it again gains 70-80%. We just need to remove the airpods from the Case and it Auto connects to Iphone smoothly. Got it during Amazon sale period with SBI cashback for 9K, totally worth it.
            ",positive
"Got it this morning and in complete awe of them. This is a pocket size powerhouse. The sound output is insanely good. Wasn't expecting it to be so good, the sound doesn't get distorted even on max volume. They are small, good looking and extremely handy to use. Bluetooth pairing is as easy as it can be. The charging pod is simplistic yet elegant. Got it for 11k by using SBI card. They're practically a steal at the price. 10/10 recommend.
            ",positive
"Works like a dream. Almost no connectivity issues - very intuitive to use.Sound quality is pretty decent. However it has issues with noise isolation and it’s almost impossible to use in the middle of traffic for example.It’s pretty durable, I’ve had doubts about the durability of the case. Especially because of the small size, but I haven’t had any reason to worry so far.Pretty decent battery life. It’s not as good as my larger over-ear headphones but given the size it’s good. Using it for max of an hour a day, I end up charging it once in two weeks or so.Would I say it’s value for money? No.But if you need a small, easy to carry wireless earphones - this is a pretty good experience. It’s worth it for me.
            ",positive
"I had been meaning to purchase this product for a long time. The delivery took some time but in the end I got it safe and sound. Packaging was done all right. It’s original. The sound quality is good. As I am an existing apple user with 4-5 apple products at home, the AirPods gets synced with all the other products. So connection with them becomes a breeze. The distance is okay. The best thing I have used it in gym and it works flawlessly. It doesn’t fall out of ear while running. It just sticks to your ear. The only issue I find that the sound leaks out of it on increasing the volume.And the most important part, it gets dirty! It’s a dirt magnet. Like even if you don’t use it it gets dirty.I have to referred to some YouTube videos in order to clean my AirPods.Even if you’re a android user, go for it. I have tried it on pixel 2 and it works flawlessly.Rest I leave it on you.
            ",positive
"I don’t think there is any difference between the sound of ear pods or air pods, battery life is very good and pod case is too good. U can track ur airpods also on find my iphone app. I often take bike from metro station to my office which is hardly 5 minutes but the airpods do not fall off. Siri works fine. I think there should be some function to increase the volume bcoz either u have to use ur fone or siri to increror decrease the volume. All in all a good product. I cannot say must buy but yes i am satisfied with the product.
            ",positive
"A good product by apple | recommended| sound quality ,connectivity and features are stunning and good| overpriced but what to say its an apple feature of overpricing their hoods mainly in india and abroad too
            ",positive
"One of the best product from Apple connects well with Android. Battery life is good and Sound quality is kickass. Overall my rating for Apple Airpods is 4.5/5
            ",positive
"apple as you know is for there product quality and when you make a purchase just purchase it with blindly because there is nothing better than apple and now come to point this airpods are fantastic mind blown there is one con that is it gets scratchy very easily i have laminated them right away when i received them and if u thinking that u can get a silicon case for preventing the scratches then u might go for it but it wont help it with preventing the scratches go for the case but after u laminate it because silicon case catches dust particale inside out and that will put scratches on on airpods other than that it is amazing go for it highly recommend it.
            ",positive
"Sound quality is not good
            ",negative
"In 12th day after buying, left airpod stopped working. It is like a dud. And unfortunately i cannot return it back as return window is closed now. Today i have submitted to apple service and hopefully i will get it on time. But it is really unfortunate how new product stopped working suddenly. Else product is just fine.
            ",negative
"Amazing product as expected. I'm using it with my Android phone more than iPhone. Excellent coverage, noise cancellation and sound quality. Truly wireless. It takes a little longer to set it up on Android devices, you need to push the button behind the case while setting up on Bluetooth. Once set, works like a charm. Some features are not available on Android, e.g. when you remove the airpods from your ears, music does not stop automatically. Not a deal breaker issue.I strongly recommend this product for use with both iPhone and Android devices.
            ",positive
"Dont buy it from amazon and its seller like Appario Retail Private Ltd. Because when I faced some issue in it then i went apple service center then apple was rejected that this airpod doesnt belongs with us and after i complaint in amazon then they dont care about it. So guys who purchased it olz confirmed with apple that it is original or imported from another country if it is complain in amazon or case on amazon.
            ",negative
"After waiting for so long time I finally got this product. It’s super cool, so small and filled with so many features. Sound quality is like the EarPods, I feel bass I little less.Apart from that design and battery is awesome.It fits perfectly in my ears giving me sufficient battery life to listen to song in single charge.The Connectivity between both AirPods is smooth.Rest assured there is no other product in market compared to this. So fully worth it.
            ",positive
"No compromise in quality. Good base however dsnt fit very well in my ear so had to purchase silicon plugs separately costing abt 800 Rs . I think Apple should have added it to the packBattery life is superPairing is easy and quick and good rangeNo Audio lag while watching videosOnly drawback is that it is very easy to loose
            ",positive
"This is the second time i have purchased the airpods. My wife was so impressed with my earpods that i couldn't stop myself gifting her one. This is the best portable wireless earbuds you can have. Looks little costly for the Indian (myself, one) buyers but if you can stretch your budget don't give a second thought. Base is good, connectivity is top notch. Quite durable, great battery life. Casual music is good. For serious music capability i use my Sony xM1000 (that costs 30K). If i compare Sony and airpods, later is worth the money. Airpods have no match for its price and music capabilities. Cheers!
            ",positive
"Such seamless connectivity with the phone, syncs up quickly, one of the best accessories made by Apple.Best part is it connect automatically as soon as you take it out from its box.
            ",positive
"Left earpiece was not working.  Had to take it to the Apple Support Centre within a few hours of getting the item.
            ",positive
"when I compare apple AirPods with my Bose soundsport, frankly speaking apple does not hold its ground. But then apple is not a Bose when it comes to earphones, headphones or speakers.Having said that, apple is known for its design and perfection and AirPods look really classy. Sound quality is decent and also have a decent battery life (could be improved on both the fronts though).Fit could have been made a bit better. While Bose soundsport is perfect for gym and outdoor activities, AirPods are not exactly suitable for those.
            ",positive
" I got this two days before !!Automatic Bluetooth connection  is not happening , I have to pair it each time after removing the EarPods from the charging case it should be automatically connected to the iPhone , Im using iPhone 8 Plus  , please check after receiving the product .
            ",positive
"If you have an iPhone this is a no brainer. It’s just amazing, convenient and great to use. The sound quality is brilliant. I usually charge the case every 4-5 days, takes just about an hour and then keeps going. Build quality & durability should be the last of your concerns. I was on the fence only because of the price, but  if you can, pamper yourself with this..you’ll never repent buying these.
            ",positive
"This is not my first wireless earbuds but yes first from Apple. And yes I can say Apple really did some magic while creating such a tiny charging box with lots and lots of features. Its really very small that I May loose it anytime if not kept with care. Sound is surely better then wired one battery life haven’t checked but should be enough for a day. Overall loving it.  Highly recommend for all Apple users. Can be used with Android but they wont GRT all the awesome features which are available for ios
            ",positive
"This Apple Airpod product is the 13th iPhone to the Apple Collection after :1 x iPhone 5(Silver),2 x iPhone 5s(Space Grey, Silver),2 x iPhone SE(Gold, Rose Gold),1 x iPhone 6(Silver),1 x iPhone 6s(Rose Gold),1 x iPhone 7(Gold) &1 x iPhone XS 256 GB(Gold) and 1 x Apple Series Watch 4 Cellular Space Grey and 2 x Macbook Air.So overall i am an apple brand addict, no doubt the quality is super when it comes to Apple. Highly Recommended Brand & Products!!
            ",positive
"I ordered these apple airpods and I got the cheap type of earpiece. And also customer executive support is very bad.
            ",negative
"Kudos to the seller Appario for replacing my defective product with perfectly working one, and about the product, I have heard many negative about how it sounds, let me tell you that it sounds good above average and I should tell you it sounds better than the wired Earpods, I am very much satisfied with the product and for it truly being wireless
            ",positive
"Brilliant product, looks a little weird sticking out of the ears but overall a good buy! Sound quality is great, but the best part is how durable it is. I wear it to the gym slip, run bend and the damn thing stays on and I do feel it’s water resistant to some extent as well.. I never thought I’d use it much but now I don’t go one day without them
            ",positive
"-Great sound quality-Fits well in the ear-Fast Charging-6 hours battery life on playback and 3hours on calling but the fast charge compensated for this!
            ",positive
"They look weird but they're amazing!! I love the sound quality (don't expect rich bass or boomsound quality) but they get the job done! Calls are crystal clear and no one can beat apple at pairing with devices! Works well with my android phone too!
            ",positive
"This is the best product Apple has ever made. It’s so soothing on the ears and sound quality is simply divine. Battery life is awesome and with Amazon great indian sale I got them for ₹7800 after 10% credit card plus amazon cash back. Just can’t believe this creation. Go for it even if there are no offers. This is a classic
            ",positive
"Overall Build Quality is awesome I accidentally dropped it sometimes but these airpods are made up with hard plastic so they won't break easily. And each airpods weight only 4 grams so they damage themselves when dropped from a height as they are so lightweight to cause any damage. If you use an external case like I have then that will be good for outer protection from scratches and drops plus it looks cool though.Talking about battery life again it is solid If you are a casual listener they can last up to 3 days if you listen 6-8 hrs daily.and finally, the sound quality its good but not that good which you get from the in-ear earphone but as you know in-ear earphone are not that comfortable, it has a strong base and high mids so you won't be disappointed by the music quality.
            ",positive
"Wow!!! These are the best accessories which I have used with my iPhone. I do not know what magic has apple done with the W1 chip but boy oh boy that make these so easy to pair with the iPhone, lighting fast. The sound quality is okayish. Not too much base and at times the clarity is also not very good. The battery life of these are also great and the charging case improves it further. The charging speed of these are also very good. They charge very quickly. These are also very easy to carry. These fit my ears perfectly but this might not be for everybody as they come in one size only. Also these are very comfortable .The ear detection works 100% of the time, making this a joy to use with apple devices. The tap commands on the AirPods also work great. But the AirPods  are neither noise cancelling nor water resistant. I have not used these with android so cannot comment on that.
            ",positive
"Awesome sound with great clarity and best bass.The only problem is that it will not connect to 2 devices simultaneously.
            ",positive
"First i have orderd and i have recieved fake one be careful withit and i returned and replaced now its workng perfectly make sure check wthertee its oriignal or not
            ",positive
"Product worth 699Price charged 12500I bought the same product earlier from Club Factory and gave it back (because it was of low quality). Surprised to see I got the EXACT same product despite paying 200 times more.
            ",neutral
"I have been using this airpods since a month and writing my review now i really like how it paired with iphone not tried with any other phone yet. Frankly its a delicate product i dont know about the durability. Sound quality is good come on its apple and you are paying 12k, but it could have been better with more bass. Battery life is pretty decent but one side of the airpod gets discharge fast then both i dont know its a faulty product or it happens with everyone. For noise cancellation i haven’t check properly while on calling other side of the person i didnt find any problem while talking through airpods. And for music noise cancellation is decent i wont say very good but decent it is. Now talk about stratches even if you put in your pocket gently you can see scratches after few uses. I dont know about silicon cases available and selling on amazon works well or not because i didnt try. Also i dont like to put apple products with cases. Finally in your initial days of using u will feel irritating after long use i would say 2 3 hours of continous use. Pro tip: moisterize your ears with  good moisterizer (little quantity) if your are planning to use for long. Ok guys thats it for now i hope this review will others to choose this product.
            ",positive
"This is second to none ..Connect well with my.Old iPad , Windows Laptop and OnePlus 3T . Sound Quality is pure Bliss .No issues with connection or sound skips .
            ",positive
